"nr","deso","area","pop","density"
"1810","0580C1360",0.22,1296,5890.90909090909
"1811","0580C1370",0.29,1778,6131.03448275862
"1812","0580C1380",0.3,2152,7173.33333333333
"1813","0580C1390",0.09,1203,13366.6666666667
"1814","0580C1400",0.57,1710,3000
"1815","0580C1410",0.32,1700,5312.5
"1816","0580C1420",0.57,2621,4598.24561403509
"1817","0580C1430",0.23,1548,6730.4347826087
"1818","0580C1440",0.13,1331,10238.4615384615
"1819","0580C1450",0.32,1430,4468.75
"1820","0580C1460",0.11,1765,16045.4545454545
"1821","0580C1470",0.38,1877,4939.47368421053
"1822","0580C1480",0.17,1505,8852.94117647059
"1823","0580C1490",11.47,1651,143.940714908457
"1824","0580C1500",0.12,1553,12941.6666666667
"1825","0580C1510",1.66,1747,1052.40963855422
"1826","0580C1520",0.21,1651,7861.90476190476
"1827","0580C1530",2.44,1484,608.196721311475
"1828","0580C1540",0.41,1653,4031.70731707317
"1829","0580C1550",0.16,1551,9693.75
"1830","0580C1560",0.15,1714,11426.6666666667
"1831","0580C1570",0.12,1559,12991.6666666667
"1832","0580C1580",5.53,1963,354.97287522604
"1833","0580C1590",0.32,1554,4856.25
"1834","0580C1600",0.52,3458,6650
"1835","0580C1610",0.39,2082,5338.46153846154
"1836","0580C1620",3.18,1683,529.245283018868
"1837","0580C1630",0.35,1861,5317.14285714286
"1838","0580C1640",2.76,1394,505.072463768116
"1839","0580C1650",2.7,1495,553.703703703704
"1840","0580C1660",0.22,2174,9881.81818181818
"1841","0580C1670",6.39,1803,282.159624413146
"1842","0580C1680",0.19,2140,11263.1578947368
"1843","0580C1690",3.16,1890,598.101265822785
"1844","0581A0010",84.7,1484,17.5206611570248
"1845","0581A0020",240.45,1622,6.74568517363277
"1846","0581A0030",171.76,1851,10.7766651141127
"1847","0581A0040",79.3,1872,23.6065573770492
"1848","0581A0050",165.41,1433,8.66332144368539
"1849","0581A0060",77.61,2810,36.2066743976292
"1850","0581A0070",109.74,2086,19.0085657007472
"1851","0581A0080",58.72,1509,25.6982288828338
"1852","0581A0090",143.91,983,6.83065805017025
"1853","0581A0100",214.89,1776,8.2646935641491
"1854","0581B2010",5.46,1793,328.388278388278
"1855","0581B2020",4.57,1241,271.553610503282
"1856","0581B2030",2.24,1363,608.482142857143
"1857","0581B2040",0.84,1787,2127.38095238095
"1858","0581B2050",2.82,928,329.078014184397
"1859","0581B3010",8.96,1686,188.169642857143
"1860","0581B3020",2.32,1814,781.896551724138
"1861","0581B3030",11.38,2396,210.544815465729
"1862","0581B4010",4.6,1259,273.695652173913
"1863","0581B4020",2.04,2204,1080.39215686274
"1864","0581B4030",11.19,1896,169.436997319035
"1865","0581B5010",9.12,1663,182.34649122807
"1866","0581B5020",5.89,2489,422.58064516129
"1867","0581C1010",5.87,752,128.109028960818
"1868","0581C1020",2.87,2216,772.12543554007
"1869","0581C1030",2.53,2608,1030.83003952569
"1870","0581C1040",1.82,893,490.659340659341
"1871","0581C1050",1.7,1664,978.823529411765
"1872","0581C1060",2.93,2299,784.641638225256
"1873","0581C1070",1.19,2166,1820.16806722689
"1874","0581C1080",2.14,2015,941.588785046729
"1875","0581C1090",0.32,1533,4790.625
"1876","0581C1100",0.23,1430,6217.39130434783
"1877","0581C1110",1.4,1531,1093.57142857143
"1878","0581C1120",0.17,1885,11088.2352941176
"1879","0581C1130",0.22,888,4036.36363636364
"1880","0581C1140",0.59,1724,2922.03389830508
"1881","0581C1150",0.25,1648,6592
"1882","0581C1160",0.21,1216,5790.47619047619
"1883","0581C1170",0.24,2403,10012.5
"1884","0581C1180",1.25,1172,937.6
"1885","0581C1190",0.41,1867,4553.65853658537
"1886","0581C1200",1.14,2794,2450.87719298246
"1887","0581C1210",1.83,1866,1019.67213114754
"1888","0581C1220",0.38,1812,4768.42105263158
"1889","0581C1230",0.52,1829,3517.30769230769
"1890","0581C1240",0.25,2636,10544
"1891","0581C1250",3.53,2523,714.730878186969
"1892","0581C1260",0.42,2699,6426.19047619048
"1893","0581C1270",0.15,1850,12333.3333333333
"1894","0581C1280",0.35,2223,6351.42857142857
"1895","0581C1290",0.7,2124,3034.28571428571
"1896","0581C1300",0.28,1652,5900
"1897","0581C1310",0.37,2361,6381.08108108108
"1898","0581C1320",0.22,2339,10631.8181818182
"1899","0581C1330",0.13,1773,13638.4615384615
"1900","0581C1340",0.18,2026,11255.5555555556
"1901","0581C1350",0.12,1788,14900
"1902","0581C1360",0.17,2115,12441.1764705882
"1903","0581C1370",0.19,1977,10405.2631578947
"1904","0581C1380",0.79,1901,2406.32911392405
"1905","0581C1390",0.06,1661,27683.3333333333
"1906","0581C1400",0.11,1325,12045.4545454545
"1907","0581C1410",0.08,1900,23750
"1908","0581C1420",0.23,1750,7608.69565217391
"1909","0581C1430",0.2,2445,12225
"1910","0581C1440",3.73,1753,469.973190348525
"1911","0581C1450",7.59,2235,294.466403162055
"1912","0581C1460",0.21,1740,8285.71428571429
"1913","0581C1470",0.29,1713,5906.89655172414
"1914","0581C1480",2.36,1927,816.525423728814
"1915","0581C1490",0.43,1777,4132.55813953488
"1916","0581C1500",0.17,1901,11182.3529411765
"1917","0581C1510",0.28,1805,6446.42857142857
"1918","0581C1520",0.41,1919,4680.48780487805
"1919","0581C1530",0.74,1562,2110.81081081081
"1920","0581C1540",4.69,1925,410.44776119403
"1921","0581C1550",1.12,2143,1913.39285714286
"1922","0581C1560",15.91,1539,96.7316153362665
"1923","0582A0010",318.97,2323,7.28281656582124
"1924","0582A0020",194.17,1856,9.55863418653757
"1925","0582A0030",134,1639,12.2313432835821
"1926","0582B2010",9.6,1275,132.8125
"1927","0582C1010",5.63,1331,236.412078152753
"1928","0582C1020",0.88,1632,1854.54545454545
"1929","0582C1030",0.98,1853,1890.81632653061
"1930","0582C1040",6.3,1174,186.349206349206
"1931","0582C1050",3.06,1784,583.006535947712
"1932","0583A0010",78.16,1447,18.5133060388946
"1933","0583A0020",44.7,1060,23.7136465324385
"1934","0583A0030",64.49,1234,19.1347495735773
"1935","0583A0040",68.64,1033,15.0495337995338
"1936","0583A0050",113.12,1474,13.0304101838755
"1937","0583A0060",179.91,1072,5.95853482296704
"1938","0583A0070",391.06,1674,4.28067304249987
"1939","0583B2010",4.81,1092,227.027027027027
"1940","0583B2020",3.28,2053,625.914634146342
"1941","0583C1010",4.88,2418,495.491803278689
"1942","0583C1020",0.55,2271,4129.09090909091
"1943","0583C1030",1.83,2144,1171.58469945355
"1944","0583C1040",4.09,2030,496.332518337408
"1945","0583C1050",0.67,1711,2553.73134328358
"1946","0583C1060",0.66,1694,2566.66666666667
"1947","0583C1070",1.79,2443,1364.80446927374
"1948","0583C1080",0.49,2139,4365.30612244898
"1949","0583C1090",2.42,2525,1043.38842975207
"1950","0583C1100",1.65,1965,1190.90909090909
"1951","0583C1110",0.99,2689,2716.16161616162
"1952","0583C1120",1.22,2188,1793.44262295082
"1953","0583C1130",1.04,2024,1946.15384615385
"1954","0583C1140",7,2187,312.428571428571
"1955","0583C1150",5.49,1161,211.475409836066
"1956","0584A0010",182.75,1604,8.77701778385773
"1957","0584C1010",3.64,2048,562.637362637363
"1958","0584C1020",1.71,1241,725.730994152047
"1959","0584C1030",1.91,1405,735.602094240838
"1960","0584C1040",1.58,1136,718.987341772152
"1961","0586A0010",176.55,1209,6.84791843670348
"1962","0586A0020",87.46,1523,17.4136748227761
"1963","0586A0030",136.69,1609,11.771161021289
"1964","0586A0040",95.84,1323,13.8042570951586
"1965","0586C1010",2.39,1451,607.112970711297
"1966","0586C1020",1.52,1672,1100
"1967","0586C1030",3.91,1885,482.097186700767
"1968","0586C1040",0.34,1280,3764.70588235294
"1969","0586C1050",0.67,1274,1901.49253731343
"1970","0586C1060",4.88,1329,272.33606557377
"1971","0586C1070",0.66,1485,2250
"1972","0586C1080",3.8,1959,515.526315789474
"1973","0586C1090",4.4,2059,467.954545454545
"1974","0586C2010",9.1,1515,166.483516483516
"1975","0586C2020",6.04,1728,286.092715231788
"1976","0586C2030",2.89,1831,633.56401384083
"1977","0586C3010",5,1416,283.2
"1978","0586C3020",4.75,2028,426.947368421053
"1979","0604A0010",227.99,1419,6.22395719110487
"1980","0604A0020",276.47,1724,6.23575794842117
"1981","0604C1010",4.39,2342,533.485193621868
"1982","0604C1020",8.85,1367,154.463276836158
"1983","0617A0010",202.9,1559,7.68358797437161
"1984","0617A0020",187.22,1365,7.29088772567033
"1985","0617B2010",14.77,1967,133.175355450237
"1986","0617C1010",8.19,1215,148.351648351648
"1987","0617C1020",5.06,1907,376.877470355731
"1988","0617C1030",2.32,1233,531.465517241379
"1989","0642A0010",186.08,1671,8.98000859845228
"1990","0642C1010",7.44,1947,261.693548387097
"1991","0642C1020",3.13,1896,605.750798722045
"1992","0642C1030",3.47,2063,594.524495677233
"1993","0643A0010",134.01,1946,14.5213043802701
"1994","0643A0020",178.51,1867,10.4587978264523
"1995","0643C1010",3.5,1428,408
"1996","0643C1020",2.81,2626,934.519572953737
"1997","0643C1030",3.11,1773,570.096463022508
"1998","0643C1040",2.85,2113,741.40350877193
"1999","0643C1050",3.7,1522,411.351351351351
"2000","0662A0010",135.01,949,7.02910895489223
"2001","0662A0020",225.65,1334,5.91181032572568
"2002","0662A0030",313.92,1877,5.97923037716616
"2003","0662A0040",385.88,1536,3.98051207629315
"2004","0662B2010",1.47,2134,1451.70068027211
"2005","0662B2020",7.97,1062,133.249686323714
"2006","0662B2030",4.93,1380,279.918864097363
"2007","0662B3010",7.74,1357,175.322997416021
"2008","0662B4010",7.29,1334,182.990397805213
"2009","0662B5010",9.04,930,102.87610619469
"2010","0662C1010",6.23,1571,252.166934189406
"2011","0662C1020",1.5,1595,1063.33333333333
"2012","0662C1030",9.87,1867,189.159067882472
"2013","0662C1040",2.86,1820,636.363636363636
"2014","0662C1050",6.74,1393,206.676557863501
"2015","0662C1060",1.96,1653,843.367346938776
"2016","0662C1070",3.26,1643,503.98773006135
"2017","0662C1080",1.43,1795,1255.24475524476
"2018","0662C1090",3.37,1784,529.376854599407
"2019","0665A0010",332.49,1802,5.41971187103371
"2020","0665A0020",182.93,1466,8.01399442409665
"2021","0665A0030",282.34,1453,5.14627753772048
"2022","0665C1010",6.31,1511,239.46117274168
"2023","0665C1020",4.11,2142,521.167883211679
"2024","0665C1030",3.58,2134,596.08938547486
"2025","0665C2010",4.1,2353,573.90243902439
"2026","0665C2020",8.72,1950,223.623853211009
"2027","0680A0010",183.5,1916,10.441416893733
"2028","0680A0020",334.47,1659,4.96008610637725
"2029","0680A0030",117.82,1265,10.7367170259718
"2030","0680A0040",144.52,1348,9.3274287295876
"2031","0680A0050",144.12,2558,17.7490979739106
"2032","0680A0060",62.3,1285,20.6260032102729
"2033","0680A0070",154.64,2611,16.884376616658
"2034","0680A0080",47.2,1707,36.1652542372881
"2035","0680A0090",120.63,1465,12.144574318163
"2036","0680A0100",24.98,684,27.3819055244195
"2037","0680B2010",3.9,1726,442.564102564103
"2038","0680B2020",4.56,1396,306.140350877193
"2039","0680B3010",4.27,1783,417.564402810305
"2040","0680B3020",4.84,1221,252.272727272727
"2041","0680B4010",3.93,1048,266.666666666667
"2042","0680B4020",2.94,1653,562.244897959184
"2043","0680C1010",5.92,1410,238.175675675676
"2044","0680C1020",3.39,2037,600.884955752212
"2045","0680C1030",3.61,1616,447.645429362881
"2046","0680C1040",5.38,2352,437.174721189591
"2047","0680C1050",5.72,2623,458.566433566434
"2048","0680C1060",3.73,2218,594.638069705094
"2049","0680C1070",2.67,3393,1270.78651685393
"2050","0680C1080",2.59,2137,825.096525096525
"2051","0680C1090",0.34,1398,4111.76470588235
"2052","0680C1100",0.42,1684,4009.52380952381
"2053","0680C1110",7.95,2142,269.433962264151
"2054","0680C1120",1.09,1651,1514.67889908257
"2055","0680C1130",5.5,2362,429.454545454545
"2056","0680C1140",2.54,1547,609.055118110236
"2057","0680C1150",0.56,1822,3253.57142857143
"2058","0680C1160",5.44,3329,611.948529411765
"2059","0680C1170",0.19,1387,7300
"2060","0680C1180",3.34,3187,954.191616766467
"2061","0680C1190",1.93,1966,1018.65284974093
"2062","0680C1200",0.38,3042,8005.26315789474
"2063","0680C1210",3.62,2628,725.966850828729
"2064","0680C1220",0.52,1730,3326.92307692308
"2065","0680C1230",0.43,1617,3760.46511627907
"2066","0680C1240",0.46,2731,5936.95652173913
"2067","0680C1250",0.18,1836,10200
"2068","0680C1260",0.67,2406,3591.0447761194
"2069","0680C1270",0.61,1908,3127.86885245902
"2070","0680C1280",0.69,1935,2804.34782608696
"2071","0680C1290",0.83,1772,2134.93975903614
"2072","0680C1300",0.1,1877,18770
"2073","0680C1310",0.48,1578,3287.5
"2074","0680C1320",0.36,1477,4102.77777777778
"2075","0680C1330",0.66,1815,2750
"2076","0680C1340",0.23,2464,10713.0434782609
"2077","0680C1350",0.33,2049,6209.09090909091
"2078","0680C1360",0.42,2235,5321.42857142857
"2079","0680C1370",0.12,1596,13300
"2080","0680C1380",0.54,1836,3400
"2081","0680C1390",1.16,2173,1873.27586206897
"2082","0680C1400",0.32,2026,6331.25
"2083","0680C1410",0.77,1772,2301.2987012987
"2084","0680C1420",0.49,1616,3297.95918367347
"2085","0680C1430",0.25,2028,8112
"2086","0680C1440",1.42,1359,957.042253521127
"2087","0680C1450",1.47,2254,1533.33333333333
"2088","0680C1460",0.57,1570,2754.38596491228
"2089","0680C1470",0.78,1880,2410.25641025641
"2090","0680C1480",1.69,2664,1576.33136094675
"2091","0680C1490",0.72,1783,2476.38888888889
"2092","0680C1500",6.07,2380,392.092257001647
"2093","0680C1510",1.71,2165,1266.08187134503
"2094","0680C1520",2.95,2799,948.813559322034
"2095","0680C1530",1.28,2113,1650.78125
"2096","0680C1540",6.15,2309,375.447154471545
"2097","0680C1550",9.1,2282,250.769230769231
"2098","0680C1560",1.78,2643,1484.83146067416
"2099","0680C1570",6.59,1981,300.606980273141
"2100","0680C1580",1.55,2246,1449.03225806452
"2101","0682A0010",150.8,894,5.92838196286472
"2102","0682A0020",144.13,1700,11.7949073752862
"2103","0682A0030",225.12,1056,4.6908315565032
"2104","0682A0040",81.51,1517,18.6112133480555
"2105","0682A0050",130.34,1065,8.17093754795151
"2106","0682A0060",149.3,1388,9.2967180174146
"2107","0682B2010",4.48,1295,289.0625
"2108","0682B2020",2.51,965,384.462151394422
"2109","0682B3010",4.06,1126,277.339901477833
"2110","0682B3020",4.48,815,181.919642857143
"2111","0682B4010",7.76,1103,142.139175257732
"2112","0682C1010",5.6,1617,288.75
"2113","0682C1020",3.02,1528,505.960264900662
"2114","0682C1030",0.92,1923,2090.21739130435
"2115","0682C1040",4.32,2323,537.731481481481
"2116","0682C1050",0.48,2281,4752.08333333333
"2117","0682C1060",1.2,2214,1845
"2118","0682C1070",5.86,2386,407.167235494881
"2119","0682C1080",0.66,2176,3296.9696969697
"2120","0682C1090",3.82,2276,595.811518324607
"2121","0683A0010",195.39,1264,6.4691130559394
"2122","0683A0020",86.12,833,9.67254993032977
"2123","0683A0030",244.03,2039,8.35553005777978
"2124","0683A0040",185.28,1345,7.25928324697755
"2125","0683A0050",116.96,1346,11.5082079343365
"2126","0683A0060",331.79,1433,4.31899695590584
"2127","0683B2010",7.62,1556,204.199475065617
"2128","0683B3010",8.55,1514,177.076023391813
"2129","0683B4010",7.07,1454,205.657708628006
"2130","0683B5010",7.1,1308,184.225352112676
"2131","0683C1010",1.47,1381,939.455782312925
"2132","0683C1020",1.92,1451,755.729166666667
"2133","0683C1030",2.04,1856,909.803921568627
"2134","0683C1040",3.5,1765,504.285714285714
"2135","0683C1050",2.09,2040,976.076555023924
"2136","0683C1060",0.66,1118,1693.93939393939
"2137","0683C1070",3.23,2398,742.414860681115
"2138","0683C1080",1.08,2183,2021.2962962963
"2139","0683C1090",0.6,1713,2855
"2140","0683C1100",3.52,1313,373.011363636364
"2141","0683C1110",3.35,1141,340.597014925373
"2142","0683C1120",3.71,2150,579.514824797844
"2143","0684A0010",292.3,1851,6.33253506671228
"2144","0684A0020",359.96,1594,4.42826980775642
"2145","0684B2010",7.81,1541,197.311139564661
"2146","0684B3010",6.69,1051,157.100149476831
"2147","0684C1010",3.88,1387,357.474226804124
"2148","0684C1020",5.25,1671,318.285714285714
"2149","0684C1030",3.08,2573,835.38961038961
"2150","0685A0010",360.03,1490,4.13854401022137
"2151","0685A0020",212.83,1241,5.83094488558944
"2152","0685A0030",172.98,1290,7.45750953867499
"2153","0685A0040",68.55,954,13.9168490153173
"2154","0685A0050",197.11,1167,5.92055197605398
"2155","0685A0060",248.09,2004,8.07771373291951
"2156","0685A0070",189.52,1023,5.3978471929084
"2157","0685B2010",8.79,1640,186.575654152446
"2158","0685B3010",9.94,1445,145.372233400402
"2159","0685B4010",9.3,1228,132.043010752688
"2160","0685C1010",6.12,2701,441.339869281046
"2161","0685C1020",2.89,1940,671.280276816609
"2162","0685C1030",2.1,1522,724.761904761905
"2163","0685C1040",1.42,1762,1240.84507042254
"2164","0685C1050",2.65,2003,755.849056603774
"2165","0685C1060",4.59,1667,363.18082788671
"2166","0685C1070",3.36,2421,720.535714285714
"2167","0686A0010",336.84,1970,5.84847405296283
"2168","0686A0020",160.19,996,6.21761658031088
"2169","0686A0030",273.23,2133,7.80660981590601
"2170","0686B2010",8.76,1530,174.657534246575
"2171","0686C1010",3.02,1493,494.370860927152
"2172","0686C1020",4.43,1853,418.284424379233
"2173","0686C1030",3.04,1917,630.592105263158
"2174","0686C1040",2.08,2043,982.211538461538
"2175","0686C1050",5.54,2342,422.743682310469
"2176","0686C1060",2.27,1473,648.898678414097
"2177","0687A0010",121.88,1122,9.2057761732852
"2178","0687A0020",204.34,1170,5.72575119898209
"2179","0687A0030",49.48,1497,30.2546483427648
"2180","0687C1010",6,1904,317.333333333333
"2181","0687C1020",1.37,2065,1507.29927007299
"2182","0687C1030",5.17,2214,428.239845261122
"2183","0687C1040",8.03,2079,258.904109589041
"2184","0687C1050",0.67,1571,2344.77611940298
"2185","0687C1060",0.4,2336,5840
"2186","0687C1070",2.88,1670,579.861111111111
"2187","0687C1080",2.36,1127,477.542372881356
"2188","0760A0010",707.91,2483,3.50750801655578
"2189","0760A0020",434.56,1102,2.53589837997054
"2190","0760B2010",10.05,1733,172.437810945274
"2191","0760B3010",8.37,1203,143.727598566308
"2192","0760C1010",6.3,1045,165.873015873016
"2193","0760C1020",4.65,1697,364.94623655914
"2194","0761A0010",387.1,1353,3.49522087315939
"2195","0761B2010",4.16,1601,384.855769230769
"2196","0761B2020",4.16,1627,391.105769230769
"2197","0761B3010",8.29,860,103.739445114596
"2198","0761C1010",7.04,1381,196.164772727273
"2199","0761C1020",1.78,1520,853.932584269663
"2200","0763A0010",110.86,1057,9.53454807865777
"2201","0763A0020",171.27,690,4.02872657207917
"2202","0763A0030",175.13,1826,10.4265402843602
"2203","0763A0040",242.17,2132,8.8037329148945
"2204","0763A0050",325.08,1898,5.838562815307
"2205","0763B2010",8.1,1361,168.024691358025
"2206","0763C1010",8.61,1564,181.649245063879
"2207","0763C1020",3.37,1627,482.789317507418
"2208","0764A0010",188.45,1080,5.73096312019103
"2209","0764A0020",122.17,1540,12.6053859376279
"2210","0764A0030",207.02,1284,6.20229929475413
"2211","0764A0040",176.94,1555,8.78828981575675
"2212","0764A0050",238.93,1230,5.14795128280249
"2213","0764B2010",6,876,146
"2214","0764B2020",8.07,1371,169.888475836431
"2215","0764B3010",10.91,1878,172.135655362053
"2216","0764C1010",2.48,1823,735.08064516129
"2217","0764C1020",2.83,1865,659.010600706714
"2218","0764C1030",4.65,1964,422.365591397849
"2219","0764C1040",2.3,1923,836.086956521739
"2220","0764C1050",3.18,1651,519.182389937107
"2221","0765A0010",278.38,1368,4.91414613118759
"2222","0765A0020",383.75,2325,6.0586319218241
"2223","0765A0030",195.78,1556,7.94769639391153
"2224","0765B2010",11.5,1528,132.869565217391
"2225","0765C1010",4.28,1956,457.009345794393
"2226","0765C1020",5.99,2055,343.071786310517
"2227","0765C1030",2.53,2602,1028.45849802372
