"nr","deso","area","pop","density"
"4762","1863C1010",3.14,1567,499.044585987261
"4763","1863C1020",6.79,1592,234.462444771723
"4764","1863C1030",3.87,978,252.713178294574
"4765","1864A0010",556.06,1594,2.86659712980614
"4766","1864C1010",17.61,1452,82.4531516183986
"4767","1864C1020",2.09,1361,651.196172248804
"4768","1880A0010",152.27,954,6.26518683916727
"4769","1880A0020",53.21,925,17.3839503852659
"4770","1880A0030",96.38,955,9.90869474994812
"4771","1880A0040",71.78,1702,23.7113402061856
"4772","1880A0050",85.87,1137,13.2409456154652
"4773","1880A0060",104.81,2391,22.8127087110009
"4774","1880A0070",127.73,1147,8.97987943317936
"4775","1880A0080",38.75,728,18.7870967741935
"4776","1880A0090",27.57,888,32.208922742111
"4777","1880A0100",57.7,950,16.4644714038128
"4778","1880A0110",101.61,2108,20.7459895679559
"4779","1880A0120",92.13,1770,19.2119830674048
"4780","1880A0130",144.5,1294,8.95501730103806
"4781","1880A0140",72.57,1157,15.9432272288825
"4782","1880B2010",13.46,2336,173.551263001486
"4783","1880B3010",6.24,2270,363.782051282051
"4784","1880B4010",8.16,1661,203.553921568627
"4785","1880B5010",7.39,1345,182.002706359946
"4786","1880C1010",10.23,1839,179.765395894428
"4787","1880C1020",6.76,1157,171.153846153846
"4788","1880C1030",4.82,1773,367.842323651452
"4789","1880C1040",2.37,2056,867.510548523207
"4790","1880C1050",0.93,1858,1997.84946236559
"4791","1880C1060",7.2,1536,213.333333333333
"4792","1880C1070",1.55,2799,1805.8064516129
"4793","1880C1080",0.34,1596,4694.11764705882
"4794","1880C1090",3.17,1600,504.731861198738
"4795","1880C1100",4.3,2302,535.348837209302
"4796","1880C1110",7.06,2507,355.099150141643
"4797","1880C1120",0.36,921,2558.33333333333
"4798","1880C1130",0.32,3126,9768.75
"4799","1880C1140",1.95,6060,3107.69230769231
"4800","1880C1150",0.41,2392,5834.14634146342
"4801","1880C1160",1.36,2247,1652.20588235294
"4802","1880C1170",0.56,2019,3605.35714285714
"4803","1880C1180",0.59,2220,3762.71186440678
"4804","1880C1190",0.89,1706,1916.85393258427
"4805","1880C1200",0.38,2177,5728.94736842105
"4806","1880C1210",0.74,1567,2117.56756756757
"4807","1880C1220",0.19,2027,10668.4210526316
"4808","1880C1230",0.31,1760,5677.41935483871
"4809","1880C1240",0.17,1723,10135.2941176471
"4810","1880C1250",0.21,2191,10433.3333333333
"4811","1880C1260",1.33,1135,853.383458646617
"4812","1880C1270",3.42,3681,1076.31578947368
"4813","1880C1280",0.43,1713,3983.72093023256
"4814","1880C1290",0.3,2106,7020
"4815","1880C1300",0.54,1797,3327.77777777778
"4816","1880C1310",0.82,1527,1862.19512195122
"4817","1880C1320",0.49,2497,5095.91836734694
"4818","1880C1330",0.2,1801,9005
"4819","1880C1340",2.89,1569,542.906574394464
"4820","1880C1350",0.35,1695,4842.85714285714
"4821","1880C1360",0.24,2004,8350
"4822","1880C1370",0.11,1521,13827.2727272727
"4823","1880C1380",0.53,1663,3137.7358490566
"4824","1880C1390",0.38,2074,5457.8947368421
"4825","1880C1400",0.16,1485,9281.25
"4826","1880C1410",1.62,2793,1724.07407407407
"4827","1880C1420",0.12,1646,13716.6666666667
"4828","1880C1430",0.93,2724,2929.03225806452
"4829","1880C1440",0.29,1567,5403.44827586207
"4830","1880C1450",0.2,1189,5945
"4831","1880C1460",0.14,1384,9885.71428571428
"4832","1880C1470",0.15,1440,9600
"4833","1880C1480",0.46,1427,3102.17391304348
"4834","1880C1490",0.22,1765,8022.72727272727
"4835","1880C1500",0.48,1460,3041.66666666667
"4836","1880C1510",0.23,1448,6295.65217391304
"4837","1880C1520",0.83,1750,2108.43373493976
"4838","1880C1530",0.64,1915,2992.1875
"4839","1880C1540",0.86,2146,2495.3488372093
"4840","1880C1550",0.56,1109,1980.35714285714
"4841","1880C1560",1.11,1911,1721.62162162162
"4842","1880C1570",0.22,1466,6663.63636363636
"4843","1880C1580",3.16,2718,860.126582278481
"4844","1880C1590",0.3,2211,7370
"4845","1880C1600",0.17,1052,6188.23529411765
"4846","1880C1610",2.6,2951,1135
"4847","1880C1620",7.65,2555,333.986928104575
"4848","1880C1630",0.34,2065,6073.52941176471
"4849","1880C1640",0.81,1359,1677.77777777778
"4850","1880C1650",4.22,1498,354.976303317536
"4851","1880C1660",3.11,1830,588.424437299035
"4852","1880C1670",4.63,2040,440.60475161987
"4853","1880C1680",3.26,1531,469.631901840491
"4854","1880C1690",2.01,1253,623.383084577114
"4855","1881A0010",85.06,2155,25.3350576063955
"4856","1881A0020",80.51,1629,20.2335113650478
"4857","1881C1010",8.14,2436,299.262899262899
"4858","1881C1020",10.95,1791,163.561643835616
"4859","1881C1030",4.69,2462,524.946695095949
"4860","1881C1040",1.29,2283,1769.76744186047
"4861","1881C1050",0.31,1847,5958.06451612903
"4862","1881C1060",1.38,2050,1485.50724637681
"4863","1881C1070",3.85,2083,541.038961038961
"4864","1881C1080",0.6,1234,2056.66666666667
"4865","1881C1090",6.9,2546,368.985507246377
"4866","1882A0010",136.66,1449,10.6029562417679
"4867","1882A0020",217.87,1569,7.20154220406665
"4868","1882A0030",315.39,1465,4.64504264561337
"4869","1882A0040",126.73,1227,9.6820011047108
"4870","1882B2010",9.15,1455,159.016393442623
"4871","1882C1010",0.48,1616,3366.66666666667
"4872","1882C1020",3.97,1289,324.685138539043
"4873","1882C1030",6.41,1408,219.656786271451
"4874","1883A0030",419.64,2155,5.13535411304928
"4875","1883C1010",6.52,1372,210.429447852761
"4876","1883C1020",1.19,1741,1463.02521008403
"4877","1883C1030",1.45,1999,1378.62068965517
"4878","1883C1040",3.19,1921,602.194357366771
"4879","1883C1050",0.7,2158,3082.85714285714
"4880","1883C1060",1.07,1849,1728.03738317757
"4881","1883C1070",8.84,1068,120.814479638009
"4882","1883C1080",1.11,2155,1941.44144144144
"4883","1883C1090",0.38,2062,5426.31578947368
"4884","1883C1100",1.22,2360,1934.4262295082
"4885","1883C1110",3.59,2212,616.155988857939
"4886","1883C1120",0.77,1467,1905.19480519481
"4887","1883C1130",5,1740,348
"4888","1883C1140",3.43,1369,399.125364431487
"4889","1883C1150",10.13,2633,259.921026653504
"4890","1884A0010",329.84,1072,3.25006063545962
"4891","1884A0020",262.43,1668,6.35598064245704
"4892","1884C1010",8.93,1430,160.13437849944
"4893","1884C1020",10.71,1231,114.939309056956
"4894","1884C1030",2.23,2036,913.004484304933
"4895","1884C1040",1.79,1772,989.944134078212
"4896","1884C1050",2.65,1418,535.094339622642
"4897","1885A0010",179.62,1012,5.63411646809932
"4898","1885A0020",78.52,1350,17.1930718288334
"4899","1885A0030",205.41,1259,6.1292050046249
"4900","1885A0040",167.06,1091,6.53058781276188
"4901","1885A0050",240.81,1406,5.83862796395498
"4902","1885A0060",446.94,1344,3.00711504899987
"4903","1885B2010",3.77,1118,296.551724137931
"4904","1885B2020",3.94,1554,394.416243654822
"4905","1885B3010",9.41,1018,108.182784272051
"4906","1885B3020",8.06,976,121.091811414392
"4907","1885B4010",9.45,1417,149.94708994709
"4908","1885C1010",5.25,2293,436.761904761905
"4909","1885C1020",4.39,1480,337.129840546697
"4910","1885C1030",8.48,2240,264.150943396226
"4911","1885C1040",2.64,1793,679.166666666667
"4912","1885C1050",4.26,1941,455.633802816901
"4913","1904A0010",651.63,2095,3.21501465555607
"4914","1904C1010",7.5,2253,300.4
"4915","1907A0010",319.81,989,3.0924611488071
"4916","1907B2010",7.55,1306,172.980132450331
"4917","1907B3010",4.63,1265,273.218142548596
"4918","1907C1010",4.19,1676,400
"4919","1907C1020",3.73,1087,291.42091152815
"4920","1907C1030",1.13,1585,1402.65486725664
"4921","1907C1040",2.87,2026,705.923344947735
"4922","1960A0010",117.63,981,8.33970925784239
"4923","1960A0020",70.6,1380,19.5467422096317
"4924","1960C1010",7.82,2540,324.808184143222
"4925","1960C1020",0.7,2034,2905.71428571429
"4926","1960C1030",5.86,1708,291.467576791809
"4927","1961A0010",32.73,1367,41.7659639474488
"4928","1961A0020",106.21,1087,10.2344412013935
"4929","1961C1010",1.45,1275,879.310344827586
"4930","1961C1020",9.4,1196,127.234042553191
"4931","1961C1030",1.52,2550,1677.63157894737
"4932","1961C1040",8.75,1664,190.171428571429
"4933","1961C1050",5.74,2999,522.473867595819
"4934","1961C1060",1.02,2084,2043.13725490196
"4935","1961C1070",2.71,2432,897.416974169742
"4936","1962A0010",395.44,998,2.52377098927777
"4937","1962C1010",5.79,2007,346.632124352332
"4938","1962C1020",6.21,1660,267.310789049919
"4939","1962C1030",10.19,852,83.6113837095191
"4940","1980A0010",35.81,1796,50.1535883831332
"4941","1980A0020",77.53,2837,36.5922868567006
"4942","1980A0030",180.34,2658,14.7388266607519
"4943","1980A0040",118.89,1579,13.2811842879973
"4944","1980A0050",142.28,2201,15.4694967669384
"4945","1980A0060",273.84,2726,9.95471808355244
"4946","1980B2010",6.56,1323,201.676829268293
"4947","1980B2020",1.01,1941,1921.78217821782
"4948","1980B3010",4.23,1361,321.749408983452
"4949","1980B3020",3.93,1684,428.498727735369
"4950","1980B4010",6.66,1244,186.786786786787
"4951","1980B5010",6.74,1164,172.700296735905
"4952","1980C1010",7.92,2123,268.055555555556
"4953","1980C1020",1.97,1071,543.654822335025
"4954","1980C1030",7.11,1617,227.426160337553
"4955","1980C1040",1.86,2014,1082.79569892473
"4956","1980C1050",0.9,2710,3011.11111111111
"4957","1980C1060",5.29,2046,386.767485822306
"4958","1980C1070",0.41,1548,3775.60975609756
"4959","1980C1080",0.74,1745,2358.10810810811
"4960","1980C1090",0.29,829,2858.62068965517
"4961","1980C1100",0.96,2236,2329.16666666667
"4962","1980C1110",1,2245,2245
"4963","1980C1120",0.53,2126,4011.32075471698
"4964","1980C1130",0.85,1722,2025.88235294118
"4965","1980C1140",0.86,2407,2798.83720930233
"4966","1980C1150",0.65,5440,8369.23076923077
"4967","1980C1160",0.25,1661,6644
"4968","1980C1170",0.33,1854,5618.18181818182
"4969","1980C1180",0.44,2261,5138.63636363636
"4970","1980C1190",0.59,2206,3738.98305084746
"4971","1980C1200",0.63,2048,3250.79365079365
"4972","1980C1210",0.59,1943,3293.22033898305
"4973","1980C1220",0.76,1652,2173.68421052632
"4974","1980C1230",0.3,1641,5470
"4975","1980C1240",0.21,1746,8314.28571428571
"4976","1980C1250",0.51,1806,3541.17647058824
"4977","1980C1260",0.26,1553,5973.07692307692
"4978","1980C1270",0.47,2018,4293.6170212766
"4979","1980C1280",0.66,2129,3225.75757575758
"4980","1980C1290",0.53,1862,3513.20754716981
"4981","1980C1300",5.08,2027,399.015748031496
"4982","1980C1310",5.25,2160,411.428571428571
"4983","1980C1320",0.09,1560,17333.3333333333
"4984","1980C1330",0.33,1780,5393.93939393939
"4985","1980C1340",0.32,1939,6059.375
"4986","1980C1350",0.24,1448,6033.33333333333
"4987","1980C1360",0.11,1624,14763.6363636364
"4988","1980C1370",0.51,1726,3384.3137254902
"4989","1980C1380",0.5,2054,4108
"4990","1980C1390",0.35,1497,4277.14285714286
"4991","1980C1400",0.77,2444,3174.02597402597
"4992","1980C1410",0.85,1818,2138.82352941176
"4993","1980C1420",0.33,1690,5121.21212121212
"4994","1980C1430",0.28,1795,6410.71428571429
"4995","1980C1440",0.59,1668,2827.1186440678
"4996","1980C1450",0.36,1564,4344.44444444444
"4997","1980C1460",0.52,2499,4805.76923076923
"4998","1980C1470",0.73,1650,2260.27397260274
"4999","1980C1480",1.66,2093,1260.84337349398
"5000","1980C1490",0.22,1461,6640.90909090909
"5001","1980C1500",0.35,1889,5397.14285714286
"5002","1980C1510",0.28,1775,6339.28571428571
"5003","1980C1520",0.32,2234,6981.25
"5004","1980C1530",0.37,1960,5297.2972972973
"5005","1980C1540",0.48,1699,3539.58333333333
"5006","1980C1550",0.37,1610,4351.35135135135
"5007","1980C1560",0.24,1639,6829.16666666667
"5008","1980C1570",0.2,1589,7945
"5009","1980C1580",2.87,1912,666.202090592334
"5010","1980C1590",5.28,1269,240.340909090909
"5011","1980C1600",4.01,2327,580.299251870324
"5012","1980C1610",0.4,1633,4082.5
"5013","1980C1620",0.61,2340,3836.06557377049
"5014","1980C1630",0.81,1954,2412.34567901235
"5015","1980C1640",0.69,2062,2988.40579710145
"5016","1980C1650",3.82,1933,506.020942408377
"5017","1980C1660",5.52,1902,344.565217391304
"5018","1980C1670",0.57,1721,3019.29824561404
"5019","1980C1680",0.72,1730,2402.77777777778
"5020","1980C1690",0.7,1870,2671.42857142857
"5021","1980C1700",0.9,1843,2047.77777777778
"5022","1980C1710",6.49,1274,196.302003081664
"5023","1980C1720",7.61,2227,292.641261498029
"5024","1981A0010",129.89,2141,16.4831780737547
"5025","1981A0020",238.96,1707,7.14345497154335
"5026","1981A0030",213.94,1737,8.11909881275124
"5027","1981A0040",268.65,2085,7.76102735901731
"5028","1981A0050",287.25,1215,4.22976501305483
"5029","1981C1010",3.41,1673,490.615835777126
"5030","1981C1020",9.57,2610,272.727272727273
"5031","1981C1030",0.54,1657,3068.51851851852
"5032","1981C1040",0.69,1672,2423.1884057971
"5033","1981C1050",0.53,2102,3966.03773584906
"5034","1981C1060",0.54,2449,4535.18518518519
"5035","1981C1070",13.06,1805,138.208269525268
"5036","1982A0010",243.93,1199,4.91534456606403
"5037","1982C1010",11.36,1553,136.707746478873
"5038","1982C1020",1.56,2101,1346.79487179487
"5039","1982C1030",6.35,1760,277.165354330709
"5040","1982C1040",0.93,2226,2393.54838709677
"5041","1982C1050",3.15,2297,729.206349206349
"5042","1982C1060",1.74,2086,1198.85057471264
"5043","1983A0010",119.94,1869,15.5827913956978
"5044","1983A0020",295.81,1744,5.8956762786924
"5045","1983A0030",154.5,1154,7.46925566343042
"5046","1983B2010",3.6,1284,356.666666666667
"5047","1983B2020",7.11,1216,171.026722925457
"5048","1983C1010",7.82,1569,200.639386189258
"5049","1983C1020",3.1,1565,504.838709677419
"5050","1983C1030",2.76,1143,414.130434782609
"5051","1983C1040",0.68,1785,2625
"5052","1983C1050",0.29,1946,6710.34482758621
"5053","1983C1060",0.59,1873,3174.57627118644
"5054","1983C1070",0.24,1808,7533.33333333333
"5055","1983C1080",2.75,2147,780.727272727273
"5056","1983C1090",0.91,1881,2067.03296703297
"5057","1983C1100",2.1,1397,665.238095238095
"5058","1983C1110",2.13,1597,749.765258215962
"5059","1984A0010",164.53,1309,7.95599586701513
"5060","1984A0020",139.17,1529,10.9865631960911
"5061","1984C1010",6.35,2064,325.03937007874
"5062","1984C1020",0.5,1978,3956
"5063","1984C1030",1.4,1121,800.714285714286
"5064","1984C1040",0.87,1953,2244.8275862069
"5065","1984C1050",0.94,1408,1497.87234042553
"5066","1984C1060",5.72,1727,301.923076923077
"5067","1984C1070",5.98,913,152.675585284281
"5068","2021A0010",789.95,1401,1.77352997025128
"5069","2021A0020",702.68,981,1.39608356577674
"5070","2021B2010",35.3,2122,60.1133144475921
"5071","2021C1010",11.87,2224,187.363100252738
"5072","2023A0010",1680.55,1581,0.940763440540299
"5073","2023A0020",1353.97,1551,1.14552021093525
"5074","2023A0030",1022.93,2165,2.11646935762955
"5075","2023C1010",8.57,1620,189.031505250875
"5076","2023C1020",11.36,1338,117.781690140845
"5077","2023C1030",7.64,2005,262.434554973822
"5078","2026A0010",369.72,1737,4.69814995131451
"5079","2026A0020",345.26,1777,5.14684585529746
"5080","2026B2010",12.99,2020,155.504234026174
"5081","2026B3010",14.97,1493,99.7327989311957
"5082","2026C1010",15.04,1870,124.335106382979
"5083","2026C1020",7.87,1533,194.790343074968
"5084","2029A0010",705.25,1499,2.12548741581
"5085","2029A0020",445.62,1619,3.63314034379067
"5086","2029B2010",20.55,1642,79.9026763990268
"5087","2029C1010",2.54,1045,411.417322834646
"5088","2029C1020",5.74,1141,198.780487804878
"5089","2029C1030",11.15,941,84.3946188340807
"5090","2029C1040",10.87,2613,240.386384544618
"5091","2029C1050",14.97,2495,166.666666666667
"5092","2029C1060",2.85,1718,602.80701754386
"5093","2029C1070",21.46,1330,61.9757688723206
"5094","2031A0010",1002.84,2654,2.64648398548123
"5095","2031A0020",875.92,1077,1.22956434377569
"5096","2031C1010",19.9,2213,111.206030150754
"5097","2031C1020",3.98,1909,479.64824120603
"5098","2031C1030",15.04,1815,120.678191489362
"5099","2031C1040",12.87,1374,106.759906759907
"5100","2034A0010",1692.26,1281,0.756975878411119
"5101","2034C1010",20.01,1307,65.3173413293353
"5102","2034C1020",4.41,1704,386.394557823129
"5103","2034C1030",4.6,1803,391.95652173913
"5104","2034C1040",9.46,813,85.9408033826638
"5105","2039A0010",2403.79,1895,0.788338415585388
"5106","2039A0020",2121.8,914,0.430766330474126
"5107","2039A0030",2322.48,1165,0.501618959043781
"5108","2039C1010",14.53,2256,155.264969029594
"5109","2039C1020",8.96,699,78.0133928571428
"5110","2061A0010",489.58,1604,3.27627762572001
"5111","2061A0020",211.64,1615,7.63088263088263
"5112","2061A0030",211.14,951,4.50412048877522
"5113","2061B2010",10.88,1095,100.643382352941
"5114","2061C1010",6.35,1499,236.062992125984
"5115","2061C1020",1.13,1372,1214.1592920354
"5116","2061C1030",2.56,1093,426.953125
"5117","2061C1040",14.68,1684,114.713896457766
"5118","2062A0010",410.4,1692,4.12280701754386
"5119","2062A0020",222.03,964,4.3417556186101
"5120","2062A0030",2105.1,1991,0.945798299368201
"5121","2062B2010",14.44,1311,90.7894736842105
"5122","2062C1010",14.84,1775,119.609164420485
"5123","2062C1020",11,2212,201.090909090909
"5124","2062C1030",3.22,1558,483.850931677019
"5125","2062C1040",2.48,1252,504.838709677419
"5126","2062C1050",2.09,2201,1053.11004784689
"5127","2062C1060",8.13,1562,192.127921279213
"5128","2062C1070",4.29,1685,392.773892773893
"5129","2062C1080",14.25,2333,163.719298245614
"5130","2080A0010",106.21,1835,17.2770925524904
"5131","2080A0020",190.52,2131,11.1851774091959
"5132","2080A0030",102.89,1751,17.0181747497327
"5133","2080A0040",361.17,1350,3.73785198106155
"5134","2080A0050",126.64,1570,12.3973468098547
"5135","2080A0060",977.82,1108,1.1331328874435
"5136","2080B2010",7.7,1119,145.324675324675
"5137","2080B2020",8.11,957,118.002466091245
"5138","2080B3010",17.07,1999,117.106033977739
"5139","2080B4010",31.57,1910,60.5004751346215
"5140","2080B5010",12.31,1898,154.183590576767
"5141","2080C1010",3.39,1395,411.504424778761
"5142","2080C1020",3.38,1477,436.98224852071
"5143","2080C1030",2.01,2889,1437.31343283582
"5144","2080C1040",1.66,2499,1505.42168674699
"5145","2080C1050",5.54,1257,226.895306859206
"5146","2080C1060",0.93,2082,2238.70967741935
"5147","2080C1070",3.86,1819,471.243523316062
"5148","2080C1080",1.12,1762,1573.21428571429
"5149","2080C1090",0.83,1616,1946.98795180723
"5150","2080C1100",3.64,1684,462.637362637363
"5151","2080C1110",0.63,1634,2593.65079365079
"5152","2080C1120",6.22,1632,262.379421221865
"5153","2080C1130",0.47,1652,3514.89361702128
"5154","2080C1140",1.15,1386,1205.21739130435
"5155","2080C1150",0.3,1066,3553.33333333333
"5156","2080C1160",0.22,1175,5340.90909090909
"5157","2080C1170",0.22,1164,5290.90909090909
"5158","2080C1180",0.37,1465,3959.45945945946
"5159","2080C1190",0.53,1640,3094.33962264151
"5160","2080C1200",3.42,1479,432.456140350877
"5161","2080C1210",0.43,1715,3988.37209302326
"5162","2080C1220",6.27,1407,224.401913875598
"5163","2080C1230",0.4,1178,2945
"5164","2080C1240",0.4,1892,4730
"5165","2080C1250",12.93,1008,77.9582366589327
"5166","2080C1260",9.36,2385,254.807692307692
"5167","2081A0010",33.17,771,23.243895085921
"5168","2081A0020",394.76,2467,6.24936670382004
"5169","2081A0030",57.88,2127,36.7484450587422
"5170","2081B2010",6.21,1095,176.328502415459
"5171","2081C1010",15.77,1780,112.87254280279
"5172","2081C1020",3.41,1556,456.304985337243
"5173","2081C1030",4.44,2118,477.027027027027
"5174","2081C1040",2.89,1830,633.217993079585
"5175","2081C1050",2.77,1828,659.927797833935
"5176","2081C1060",10.38,2200,211.946050096339
"5177","2081C1070",0.83,2105,2536.14457831325
"5178","2081C1080",1.57,2395,1525.47770700637
"5179","2081C1090",1.22,1872,1534.4262295082
"5180","2081C1100",0.95,2064,2172.63157894737
"5181","2081C1110",9.88,1857,187.955465587045
"5182","2081C1120",0.93,1834,1972.04301075269
"5183","2081C1130",0.5,1601,3202
"5184","2081C1140",0.34,2489,7320.58823529412
"5185","2081C1150",0.7,1953,2790
"5186","2081C1160",1.85,1680,908.108108108108
"5187","2081C1170",2.62,2374,906.106870229008
"5188","2081C1180",0.6,2341,3901.66666666667
"5189","2081C1190",1.07,1751,1636.44859813084
"5190","2081C1200",1.29,1863,1444.18604651163
"5191","2081C1210",4.1,2404,586.341463414634
"5192","2081C1220",14.65,1743,118.976109215017
"5193","2081C1230",2.9,1637,564.48275862069
"5194","2082A0010",313.93,1286,4.09645462364221
"5195","2082A0020",38.19,914,23.9329667452213
"5196","2082A0030",201.48,2252,11.1772880682946
"5197","2082B2010",4.83,891,184.472049689441
"5198","2082B2020",6.94,1092,157.348703170029
"5199","2082C1010",0.73,1829,2505.47945205479
"5200","2082C1020",6.26,1321,211.022364217252
"5201","2082C1030",4.28,1658,387.383177570093
"5202","2083A0010",146.8,1074,7.31607629427793
"5203","2083A0020",76.99,1096,14.235615014937
"5204","2083A0030",132.04,944,7.14934868221751
"5205","2083A0040",93.53,1375,14.7011654014755
"5206","2083A0050",361.8,1612,4.4555002763958
"5207","2083B2010",8.09,1523,188.257107540173
"5208","2083C1010",4.25,2040,480
"5209","2083C1020",4.09,2043,499.511002444988
"5210","2083C1030",3.66,1866,509.83606557377
"5211","2083C1040",4.25,1772,416.941176470588
"5212","2084A0010",106.31,1446,13.6017307873201
"5213","2084A0020",152.21,1974,12.9689245121871
"5214","2084A0030",297.94,1253,4.20554474055179
"5215","2084B2010",9.89,1087,109.908998988878
"5216","2084C1010",5.2,1183,227.5
"5217","2084C1020",2.01,1278,635.820895522388
"5218","2084C1030",12.64,2070,163.76582278481
"5219","2084C1040",4.28,2028,473.831775700935
"5220","2084C1050",0.59,2326,3942.37288135593
"5221","2084C1060",3.16,2246,710.759493670886
"5222","2084C1070",4.4,1956,444.545454545455
"5223","2084C1080",4.11,1415,344.282238442822
"5224","2084C1090",10.4,2491,239.519230769231
"5225","2085A0010",93.24,1225,13.1381381381381
"5226","2085A0020",550.92,701,1.27241704784724
"5227","2085A0030",511.86,1131,2.2095885593717
"5228","2085A0040",266.45,2301,8.63576656033027
"5229","2085B2010",6.18,1525,246.763754045307
"5230","2085B2020",6.55,1030,157.251908396947
"5231","2085B2030",4.51,810,179.60088691796
"5232","2085B3010",10.73,792,73.81174277726
"5233","2085B3020",12.92,1171,90.6346749226006
"5234","2085C1010",8.55,1721,201.286549707602
"5235","2085C1020",6.23,1861,298.715890850722
"5236","2085C1030",1.72,2043,1187.79069767442
"5237","2085C1040",0.78,1614,2069.23076923077
"5238","2085C1050",1.04,1361,1308.65384615385
"5239","2085C1060",0.51,1795,3519.60784313725
"5240","2085C1070",0.54,1125,2083.33333333333
"5241","2085C1080",2.91,1906,654.982817869416
"5242","2085C1090",5.27,2290,434.535104364326
"5243","2101A0010",443.36,775,1.74801515698304
"5244","2101A0020",603.73,1875,3.10569294220927
"5245","2101C1010",6.63,1658,250.075414781297
"5246","2101C1020",10.9,1450,133.02752293578
"5247","2104A0010",173.99,1903,10.9374101959883
"5248","2104A0020",217.17,1033,4.75664226182254
"5249","2104C1010",8.12,1863,229.433497536946
"5250","2104C1020",1.86,2112,1135.48387096774
"5251","2104C1030",8.77,2463,280.843785632839
"5252","2121A0010",852.73,1623,1.90329881674152
"5253","2121A0020",980.14,2138,2.1813210357704
"5254","2121B2010",13.32,1421,106.681681681682
"5255","2121B2020",5.15,1456,282.718446601942
"5256","2121C1010",7.26,2424,333.884297520661
"5257","2121C1020",9.33,794,85.101822079314
"5258","2121C1030",5.37,1669,310.800744878957
"5259","2132A0010",143.3,1917,13.37752965806
"5260","2132A0020",124.23,1705,13.7245431860259
"5261","2132A0030",206.95,905,4.37303696545059
"5262","2132A0040",304.35,931,3.05897815015607
"5263","2132A0050",568.87,1224,2.1516339409707
"5264","2132B2010",15.82,1272,80.4045512010114
"5265","2132C1010",6.43,1416,220.217729393468
"5266","2161A0010",488.78,1611,3.29596137321494
"5267","2161A0020",210.76,1040,4.93452267982539
"5268","2161A0030",2557.26,1743,0.681588888106802
"5269","2161A0040",247.5,963,3.89090909090909
"5270","2161A0050",1695.15,1674,0.987523228032917
"5271","2161B2010",13.27,1571,118.387339864356
"5272","2161B3010",14.03,1540,109.764789736279
"5273","2161C1010",4.52,1058,234.070796460177
"5274","2161C1020",6.81,1671,245.374449339207
"5275","2161C1030",1.03,1782,1730.09708737864
"5276","2161C1040",0.7,1409,2012.85714285714
"5277","2161C1050",6.53,1544,236.447166921899
"5278","2161C1060",13.27,932,70.2336096458176
"5279","2180A0010",416.57,1183,2.83985884725256
"5280","2180A0020",335.26,1864,5.55986398616
"5281","2180A0030",327.45,2289,6.99038021071919
"5282","2180A0040",348.28,836,2.4003675203859
"5283","2180B2010",20.32,1727,84.990157480315
"5284","2180B3010",15.45,1488,96.3106796116505
"5285","2180B4010",6,1146,191
"5286","2180B5010",7.43,935,125.841184387618
"5287","2180C1010",6.73,1721,255.720653789004
"5288","2180C1020",14.48,1884,130.110497237569
"5289","2180C1030",1.08,1512,1400
"5290","2180C1040",1.67,1275,763.473053892216
"5291","2180C1050",5.36,1866,348.134328358209
"5292","2180C1060",2.58,2053,795.736434108527
"5293","2180C1070",8.56,2370,276.869158878505
"5294","2180C1080",0.29,2567,8851.72413793103
"5295","2180C1090",0.65,1747,2687.69230769231
"5296","2180C1100",1.15,1690,1469.5652173913
"5297","2180C1110",0.73,2376,3254.79452054795
"5298","2180C1120",3.11,948,304.823151125402
"5299","2180C1130",0.77,1569,2037.66233766234
"5300","2180C1140",0.74,1703,2301.35135135135
"5301","2180C1150",2.14,1865,871.495327102804
"5302","2180C1160",0.55,1912,3476.36363636364
"5303","2180C1170",0.64,1943,3035.9375
"5304","2180C1180",1.37,2052,1497.8102189781
"5305","2180C1190",0.29,2018,6958.62068965517
"5306","2180C1200",2.15,2345,1090.6976744186
"5307","2180C1210",3.03,2016,665.346534653465
"5308","2180C1220",0.18,1949,10827.7777777778
"5309","2180C1230",0.31,2384,7690.32258064516
"5310","2180C1240",2.8,2104,751.428571428571
"5311","2180C1250",0.28,1966,7021.42857142857
"5312","2180C1260",0.63,1635,2595.2380952381
"5313","2180C1270",0.26,1481,5696.15384615385
"5314","2180C1280",0.51,2021,3962.74509803922
"5315","2180C1290",0.2,1329,6645
"5316","2180C1300",0.11,1855,16863.6363636364
"5317","2180C1310",1.26,2290,1817.46031746032
"5318","2180C1320",10.19,2391,234.641805691855
"5319","2180C1330",1.82,1611,885.164835164835
"5320","2180C1340",0.19,2092,11010.5263157895
"5321","2180C1350",7.24,1862,257.182320441989
"5322","2180C1360",2.34,2774,1185.47008547009
"5323","2180C1370",0.82,1811,2208.53658536585
"5324","2180C1380",0.81,1966,2427.16049382716
"5325","2180C1390",1.53,3048,1992.1568627451
"5326","2180C1400",3.73,2076,556.56836461126
"5327","2180C1410",0.8,2441,3051.25
"5328","2180C1420",2.64,2400,909.090909090909
"5329","2180C1430",6.97,3197,458.680057388809
"5330","2180C1440",3.04,2178,716.447368421053
"5331","2180C1450",16.09,2047,127.2218769422
"5332","2180C1460",13.32,1724,129.429429429429
"5333","2181A0010",310.86,1208,3.88599369491089
"5334","2181A0020",190.33,1133,5.95281878842011
"5335","2181A0030",46.7,930,19.9143468950749
"5336","2181A0040",257.99,1936,7.50416682817163
"5337","2181A0050",285.31,1631,5.71658897339736
